QUESTION,REPONSE,DIFFICULTE
Quel bonbon peut avoir le goût de "crotte de nez" ?,Dragées surprises de Bertie Crochue,2
Quel est le nom de l'arbre violent dans le parc de Poudlard ?,Saule Cogneur,2
Qui est la journaliste à scandale agaçante ?,Rita Skeeter,2
Quel est le nom du groupe de résistance fondé par Dumbledore ?,L'Ordre du Phénix,2
Qui tue Sirius Black ?,Bellatrix Lestrange,2
Quel est le patronus de Harry ?,Cerf,2
Quelle est la maison de Luna Lovegood ?,Serdaigle,2
Quel est le nom de la rue commerçante des sorciers à Londres ?,Chemin de Traverse,1
Quel est le poste de Harry au Quidditch ?,Attrapeur,1
Combien y a-t-il de maisons à Poudlard ?,4,1
Quel est le nom de l'araignée géante d'Hagrid ?,Aragog,3
Quelle créature garde la prison d'Azkaban ?,Détraqueurs,2
Quel sortilège produit de la lumière au bout de la baguette ?,Lumos,1
Qui est le maître des baguettes (fabricant) le plus connu en Grande-Bretagne ?,Ollivander,2
Quel est le nom du chien à trois têtes ?,Touffu,2
Dans quelle coupe met-on son nom pour le Tournoi des Trois Sorciers ?,Coupe de Feu,1
Quel est le nom de l'école de magie française ?,Beauxbâtons,3
Qui est la dame rose et cruelle envoyée par le Ministère en 5ème année ?,Dolores Ombrage,2
Quel est le nom de l'armée secrète formée par Harry à Poudlard ?,Armée de Dumbledore,2
Combien de Reliques de la Mort y a-t-il ?,3,2
Quel objet rend invisible celui qui le porte ?,Cape d'invisibilité,1
Qui est le fidèle serpent de Voldemort ?,Nagini,2
Quelle est la couleur des cheveux de la famille Weasley ?,Roux,1
Quel est le nom de la gare de Poudlard ?,Pré-au-Lard (Hogsmeade Station),3
Quelle créature tire les calèches de Poudlard (visible par ceux qui ont vu la mort) ?,Sombrals,3
Quel est le nom du frère de Dumbledore ?,Abelforth,4
Qui a coupé l'oreille de George Weasley ?,Severus Rogue,5
Quel est le nom de la boutique de farces et attrapes des jumeaux Weasley ?,Weasley & Weasley, Farces pour sorciers facétieux,3
Qui est le fantôme de la maison Serpentard ?,Le Baron Sanglant,3
Quel est le mot de passe pour fermer la carte du Maraudeur ?,Méfait accompli,2
Quel est le nom du petit elfe de maison alcoolique (amie de Dobby) ?,Winky,4
Qui a détruit la coupe de Poufsouffle (Horcruxe) ?,Hermione Granger,4
Quelle matière enseigne le professeur Trelawney ?,Divination,2
Quel est le nom du miroir qui montre le désir le plus profond ?,Miroir du Riséd,3
Quel est le nom de l'équipe de Quidditch préférée de Ron ?,Canons de Chudley,4
Qui est le professeur de soins aux créatures magiques avant Hagrid ?,Professeur Brûlopot,5
Combien de balles sont utilisées dans un match de Quidditch ?,4,3
Quel est le prénom de la mère de Drago Malefoy ?,Narcissa,3
Quelle est la forme du patronus d'Hermione ?,Loutre,3
Qui a donné la cape d'invisibilité à Harry (de la part de son père) ?,Dumbledore,2
Quelle est la société secrète de Voldemort ?,Les Mangemorts,1
Quel est le nom de la salle qui apparaît quand on en a vraiment besoin ?,Salle sur Demande,2
Qui est le capitaine de l'équipe de Quidditch de Gryffondor (tome 1 à 3) ?,Olivier Dubois,3
Quelle est la monnaie des sorciers (pièce d'or) ?,Gallion,2
Quel est le nom du pub à Pré-au-Lard ?,Les Trois Balais,3
Quel est le deuxième prénom de Harry ?,James,3
Qui est la seule personne que Peeves l'esprit frappeur craint ?,Le Baron Sanglant,4
Quel est le nom du professeur de vol sur balai ?,Madame Bibine,3
Qui remplace Dumbledore en tant que directeur dans le dernier tome ?,Severus Rogue,3
Quelle potion donne une chance incroyable ?,Felix Felicis,3
Quel est le nom de l'oncle de Harry ?,Vernon,1
Quel est le nom de la tante de Harry ?,Pétunia,1
Qui a créé la Pierre Philosophale ?,Nicolas Flamel,3
Quel est le nom du dragon qu'affronte Harry lors du tournoi ?,Magyar à pointes,4
Quel est le nom du sortilège de torture (Impardonnable) ?,Endoloris,3
Qui est le fantôme des toilettes des filles ?,Mimi Geignarde,2
Quel est le nom de la maison de la famille Weasley ?,Le Terrier,2
Qui est le loup-garou qui a mordu Remus Lupin ?,Fenrir Greyback,4
Quel est le nom du village où habitaient les parents de Harry ?,Godric's Hollow,3
Quelle créature est Aragog ?,Acromantule,3
Qui pose l'énigme pour entrer dans la salle commune de Serdaigle ?,Un heurtoir en forme d'aigle,4
Quel est le nom de l'école de magie de Viktor Krum ?,Durmstrang,3
Qui a trahi les parents de Harry en les livrant à Voldemort ?,Peter Pettigrow,2
Quel est le surnom de Peter Pettigrow ?,Queudver,3
Quel est le surnom de Sirius Black ?,Patmol,3
Quel est le surnom de James Potter ?,Cornedrue,3
Quel est le surnom de Remus Lupin ?,Lunard,3
Quel objet est le premier Horcruxe détruit ?,Le journal intime,3
Qui est la petite amie de Ron à la 6ème année (avant Hermione) ?,Lavande Brown,3
Quel est le nom de l'hôpital des sorciers ?,Sainte-Mangouste,3
Quel est le nom du professeur de défense contre les forces du mal en 2ème année ?,Gilderoy Lockhart,2
Qui a mis le nom de Harry dans la Coupe de Feu ?,Barty Croupton Jr.,4
Quel est le nom de la boisson populaire chez les sorciers ?,Bière au beurre,1
Quelle créature pose des énigmes (tome 4) ?,Sphinx,4
Qui est le professeur d'histoire de la magie (c'est un fantôme) ?,Professeur Binns,3
Quel est le nom du sortilège pour déverrouiller une porte ?,Alohomora,2
Quel est le nom du sortilège pour faire venir un objet à soi ?,Accio,2
Quelle est la couleur du sortilège "Expelliarmus" ?,Rouge,4
Quelle est la couleur du sortilège "Avada Kedavra" ?,Verte,3
Qui est la directrice de Beauxbâtons ?,Madame Maxime,3
Quel est le nom du chat de Rusard ?,Miss Teigne,2
Qui a détruit le diadème de Serdaigle ?,Le Feudeymon (Invoqué par Crabbe/Goyle),5
Combien d'escaliers y a-t-il à Poudlard (environ) ?,142,5
Quel est le nom de la tante de Harry qui gonfle comme un ballon ?,Tante Marge,3
Quel est le nom du conducteur du Magicobus ?,Ernie Danlmur,4
Qui est le Ministre de la Magie au début de la saga ?,Cornelius Fudge,3
Quel est le nom du Ministre de la Magie qui succède à Fudge ?,Rufus Scrimgeour,4
Quelle est la forme du patronus de Rogue ?,Biche,3
Pourquoi le patronus de Rogue est-il une biche ?,Par amour pour Lily Potter,3
Quel est le nom du frère géant de Hagrid ?,Graup,4
Quel est le nom de la boutique de baguettes du mage noir (Allée des Embrumes) ?,Barjow et Beurk,4
Qui est le fantôme de la maison Poufsouffle ?,Le Moine Gras,4
Quel est le nom de la dame qui vend des friandises dans le train ?,La dame du chariot,2
Qui est le commentateur des matchs de Quidditch (élève) ?,Lee Jordan,3
Quel est le nom du sortilège qui efface la mémoire ?,Oubliettes,3
Qui a tué Bellatrix Lestrange ?,Molly Weasley,3
Quel est le nom de la baguette la plus puissante du monde ?,Baguette de Sureau,2
Quelle est la pierre qui permet de rappeler les morts ?,Pierre de Résurrection,3
Quel est le dernier Horcruxe à être détruit (avant Harry/Voldemort) ?,Nagini,4
Qui est le maître de la Baguette de Sureau à la fin de la saga ?,Harry Potter,4
Quel est le nom de la rue où habitent les Dursley ?,Privet Drive,2
Quel est le numéro de la maison des Dursley ?,4,2
Quel est le nom de l'elfe de maison de la famille Black ?,Kreattur,3
Quelle matière enseigne Horace Slughorn ?,Potions,3
Quel est le nom du sortilège créé par le Prince de Sang-Mêlé (coupure) ?,Sectumsempra,4
Qui est la mère de Nymphadora Tonks ?,Andromeda Black,5
Quel est le nom de l'acteur qui joue Harry Potter ?,Daniel Radcliffe,1
Quel est le nom de l'actrice qui joue Hermione Granger ?,Emma Watson,1
Quel est le nom de l'acteur qui joue Ron Weasley ?,Rupert Grint,1
Combien de buts marque-t-on en passant le Souafle dans un anneau ?,10 points,3
Quelle est la valeur du Vif d'or en points ?,150,2
