QUESTION,REPONSE,DIFFICULTE
Quelle est la capitale de la Chine ?,Pékin,1
Quelle est la capitale de Chypre ?,Nicosie,4
Quelle est la capitale de la Colombie ?,Bogota,3
Quelle est la capitale des Comores ?,Moroni,5
Quelle est la capitale du Congo-Brazzaville ?,Brazzaville,4
Quelle est la capitale du Congo-Kinshasa (RDC) ?,Kinshasa,4
Quelle est la capitale de la Corée du Nord ?,Pyongyang,4
Quelle est la capitale de la Corée du Sud ?,Séoul,2
Quelle est la capitale du Costa Rica ?,San José,4
Quelle est la capitale de la Côte d'Ivoire ?,Yamoussoukro,5
Quelle est la capitale de la Croatie ?,Zagreb,3
Quelle est la capitale de Cuba ?,La Havane,3
Quelle est la capitale du Danemark ?,Copenhague,2
Quelle est la capitale de Djibouti ?,Djibouti,3
Quelle est la capitale de la Dominique ?,Roseau,5
Quelle est la capitale de l'Égypte ?,Le Caire,2
Quelle est la capitale des Émirats arabes unis ?,Abou Dabi,4
Quelle est la capitale de l'Équateur ?,Quito,4
Quelle est la capitale de l'Érythrée ?,Asmara,5
Quelle est la capitale de l'Espagne ?,Madrid,1
Quelle est la capitale de l'Estonie ?,Tallinn,4
Quelle est la capitale des États-Unis ?,Washington D.C.,2
Quelle est la capitale de l'Éthiopie ?,Addis-Abeba,4
Quelle est la capitale des Fidji ?,Suva,5
Quelle est la capitale de la Finlande ?,Helsinki,3
Quelle est la capitale de la France ?,Paris,1
Quelle est la capitale du Gabon ?,Libreville,4
Quelle est la capitale de la Gambie ?,Banjul,5
Quelle est la capitale de la Géorgie ?,Tbilissi,5
Quelle est la capitale du Ghana ?,Accra,4
Quelle est la capitale de la Grèce ?,Athènes,1
Quelle est la capitale de la Grenade ?,Saint-Georges,5
Quelle est la capitale du Guatemala ?,Guatemala,4
Quelle est la capitale de la Guinée ?,Conakry,4
Quelle est la capitale de la Guinée-Bissau ?,Bissau,5
Quelle est la capitale de la Guinée équatoriale ?,Malabo,5
Quelle est la capitale du Guyana ?,Georgetown,5
Quelle est la capitale d'Haïti ?,Port-au-Prince,4
Quelle est la capitale du Honduras ?,Tegucigalpa,5
Quelle est la capitale de la Hongrie ?,Budapest,3
Quelle est la capitale de l'Inde ?,New Delhi,2
Quelle est la capitale de l'Indonésie ?,Jakarta,3
Quelle est la capitale de l'Irak ?,Bagdad,3
Quelle est la capitale de l'Iran ?,Téhéran,3
Quelle est la capitale de l'Irlande ?,Dublin,2
Quelle est la capitale de l'Islande ?,Reykjavik,4
Quelle est la capitale de l'Italie ?,Rome,1
Quelle est la capitale de la Jamaïque ?,Kingston,4
Quelle est la capitale du Japon ?,Tokyo,1
Quelle est la capitale de la Jordanie ?,Amman,4
Quelle est la capitale du Kazakhstan ?,Astana,4
Quelle est la capitale du Kenya ?,Nairobi,3
Quelle est la capitale du Kirghizistan ?,Bichkek,5
Quelle est la capitale des Kiribati ?,Tarawa-Sud,5
Quelle est la capitale du Kosovo ?,Pristina,5
Quelle est la capitale du Koweït ?,Koweït,3
Quelle est la capitale du Laos ?,Vientiane,5
Quelle est la capitale du Lesotho ?,Maseru,5
Quelle est la capitale de la Lettonie ?,Riga,4
Quelle est la capitale du Liban ?,Beyrouth,3
Quelle est la capitale du Liberia ?,Monrovia,5
Quelle est la capitale de la Libye ?,Tripoli,4
Quelle est la capitale du Liechtenstein ?,Vaduz,5
Quelle est la capitale de la Lituanie ?,Vilnius,4
Quelle est la capitale du Luxembourg ?,Luxembourg,1
Quelle est la capitale de la Macédoine du Nord ?,Skopje,5
Quelle est la capitale de Madagascar ?,Antananarivo,4
Quelle est la capitale de la Malaisie ?,Kuala Lumpur,4
Quelle est la capitale du Malawi ?,Lilongwe,5
Quelle est la capitale des Maldives ?,Malé,4
Quelle est la capitale du Mali ?,Bamako,4
Quelle est la capitale de Malte ?,La Valette,4
Quelle est la capitale du Maroc ?,Rabat,3
Quelle est la capitale des Îles Marshall ?,Majuro,5
Quelle est la capitale de Maurice ?,Port-Louis,5
Quelle est la capitale de la Mauritanie ?,Nouakchott,5
Quelle est la capitale du Mexique ?,Mexico,2
Quelle est la capitale de la Micronésie ?,Palikir,5
Quelle est la capitale de la Moldavie ?,Chisinau,5
Quelle est la capitale de Monaco ?,Monaco,2
Quelle est la capitale de la Mongolie ?,Oulan-Bator,5
Quelle est la capitale du Monténégro ?,Podgorica,5
Quelle est la capitale du Mozambique ?,Maputo,5
Quelle est la capitale de la Namibie ?,Windhoek,5
Quelle est la capitale de Nauru ?,Yaren,5
Quelle est la capitale du Népal ?,Katmandou,4
Quelle est la capitale du Nicaragua ?,Managua,5
Quelle est la capitale du Niger ?,Niamey,5
Quelle est la capitale du Nigeria ?,Abuja,4
Quelle est la capitale de la Norvège ?,Oslo,2
Quelle est la capitale de la Nouvelle-Zélande ?,Wellington,4
Quelle est la capitale d'Oman ?,Mascate,5
Quelle est la capitale de l'Ouganda ?,Kampala,4
Quelle est la capitale de l'Ouzbékistan ?,Tachkent,5
Quelle est la capitale du Pakistan ?,Islamabad,4
Quelle est la capitale des Palaos ?,Ngerulmud,5
Quelle est la capitale de la Palestine ?,Ramallah,5
Quelle est la capitale du Panama ?,Panama,3
Quelle est la capitale de la Papouasie-Nouvelle-Guinée ?,Port Moresby,5
Quelle est la capitale du Paraguay ?,Asuncion,5
Quelle est la capitale des Pays-Bas ?,Amsterdam,2
Quelle est la capitale du Pérou ?,Lima,3
Quelle est la capitale des Philippines ?,Manille,3
Quelle est la capitale de la Pologne ?,Varsovie,3
Quelle est la capitale du Portugal ?,Lisbonne,1
Quelle est la capitale du Qatar ?,Doha,3
Quelle est la capitale de la République dominicaine ?,Saint-Domingue,4
Quelle est la capitale de la République tchèque ?,Prague,2
Quelle est la capitale de la Roumanie ?,Bucarest,3
Quelle est la capitale du Royaume-Uni ?,Londres,1
Quelle est la capitale de la Russie ?,Moscou,2
Quelle est la capitale du Rwanda ?,Kigali,4
Quelle est la capitale de Saint-Christophe-et-Niévès ?,Basseterre,5
Quelle est la capitale de Sainte-Lucie ?,Castries,5
Quelle est la capitale de Saint-Marin ?,Saint-Marin,4
Quelle est la capitale de Saint-Vincent-et-les-Grenadines ?,Kingstown,5
Quelle est la capitale des Îles Salomon ?,Honiara,5
Quelle est la capitale du Salvador ?,San Salvador,4
Quelle est la capitale des Samoa ?,Apia,5
Quelle est la capitale de Sao Tomé-et-Principe ?,Sao Tomé,5
Quelle est la capitale du Sénégal ?,Dakar,3
Quelle est la capitale de la Serbie ?,Belgrade,3
Quelle est la capitale des Seychelles ?,Victoria,5
Quelle est la capitale de la Sierra Leone ?,Freetown,5
Quelle est la capitale de Singapour ?,Singapour,2
Quelle est la capitale de la Slovaquie ?,Bratislava,4
Quelle est la capitale de la Slovénie ?,Ljubljana,4
Quelle est la capitale de la Somalie ?,Mogadiscio,5
Quelle est la capitale du Soudan ?,Khartoum,4
Quelle est la capitale du Soudan du Sud ?,Djouba,5
Quelle est la capitale du Sri Lanka ?,Sri Jayawardenepura Kotte,5
Quelle est la capitale de la Suède ?,Stockholm,2
Quelle est la capitale de la Suisse ?,Berne,3
Quelle est la capitale du Suriname ?,Paramaribo,5
Quelle est la capitale de la Syrie ?,Damas,4
Quelle est la capitale du Tadjikistan ?,Douchanbé,5
Quelle est la capitale de Taïwan ?,Taipei,4
Quelle est la capitale de la Tanzanie ?,Dodoma,5
Quelle est la capitale du Tchad ?,N'Djaména,5
Quelle est la capitale de la Thaïlande ?,Bangkok,2
Quelle est la capitale du Timor oriental ?,Dili,5
Quelle est la capitale du Togo ?,Lomé,4
Quelle est la capitale des Tonga ?,Nuku'alofa,5
Quelle est la capitale de Trinité-et-Tobago ?,Port-d'Espagne,5
Quelle est la capitale de la Tunisie ?,Tunis,2
Quelle est la capitale du Turkménistan ?,Achgabat,5
Quelle est la capitale de la Turquie ?,Ankara,3
Quelle est la capitale des Tuvalu ?,Funafuti,5
Quelle est la capitale de l'Ukraine ?,Kiev,3
Quelle est la capitale de l'Uruguay ?,Montevideo,4
Quelle est la capitale du Vanuatu ?,Port-Vila,5
Quelle est la capitale du Vatican ?,Cité du Vatican,2
Quelle est la capitale du Venezuela ?,Caracas,3
Quelle est la capitale du Vietnam ?,Hanoï,3
Quelle est la capitale du Yémen ?,Sanaa,4
Quelle est la capitale de la Zambie ?,Lusaka,5
Quelle est la capitale du Zimbabwe ?,Harare,5
