QUESTION,REPONSE,DIFFICULTE
Qui est l'architecte de la Pyramide du Louvre ?,Ieoh Ming Pei,3
Quel mouvement artistique est né à Zurich en 1916 (absurde) ?,Dadaisme (Dada),4
Qui a peint "Le Déjeuner sur l'herbe" ?,Édouard Manet,3
Quelle couleur domine la "Période bleue" de Picasso ?,Bleu,1
Qui a peint "L'École d'Athènes" ?,Raphaël,3
Quel est le nom du chien cubiste de Picasso (souvent représenté) ?,Lump,5
Quelle pierre a permis de déchiffrer les hiéroglyphes ?,Pierre de Rosette,2
Qui a réalisé la statue de la Liberté (structure interne par Eiffel) ?,Bartholdi,2
Quel peintre est surnommé "Le Douanier" ?,Rousseau,3
Dans quelle ville peut-on voir "La Cène" de Léonard de Vinci ?,Milan,3
Qui a peint "Impression, soleil levant" ?,Claude Monet,2
Quel artiste a signé un urinoir sous le nom "R. Mutt" ?,Marcel Duchamp,3
Quelle est la nationalité de Vincent Van Gogh ?,Néerlandaise,2
Qui a peint "La Laitière" ?,Johannes Vermeer,2
Quel architecte a conçu la Sagrada Familia ?,Antoni Gaudi,2
Qui a peint "Les Époux Arnolfini" ?,Jan van Eyck,4
Quel mouvement artistique privilégie l'émotion et la nature (19e siècle) ?,Romantisme,3
Qui est l'auteur de la sculpture "L'Homme qui marche" ?,Giacometti,3
Quel peintre est associé au Pointillisme ?,Georges Seurat,4
Quelle est la couleur obtenue en mélangeant du rouge et du bleu ?,Violet,1
Qui a peint "Le Jardin des délices" ?,Jérôme Bosch,4
Quel est le nom de la technique de flou inventée par De Vinci ?,Sfumato,4
Qui a peint "La Trahison des images" (Ceci n'est pas une pipe) ?,René Magritte,2
Quel artiste américain est célèbre pour ses personnages de BD (Pop Art) ?,Roy Lichtenstein,3
Qui a construit le Parthénon ?,Phidias (supervision),5
Dans quel pays se trouve l'armée de terre cuite (Xi'an) ?,Chine,1
Qui a peint "Les Demoiselles d'Avignon" ?,Pablo Picasso,3
Quel peintre a représenté la montagne Sainte-Victoire plus de 80 fois ?,Paul Cézanne,3
Quelle est la plus grande cathédrale gothique de France (volume) ?,Amiens,4
Qui a peint "Trois personnages" (tableau le plus cher vendu en France) ?,Francis Bacon,5
Quel artiste est connu pour ses graffitis de petits bonhommes blancs (années 80) ?,Keith Haring,3
Dans quel musée se trouve la Tapisserie de Bayeux ?,Musée de la Tapisserie (Bayeux),2
Qui a peint "Le Fils de l'homme" (homme avec une pomme verte devant le visage) ?,René Magritte,2
Quel peintre anglais est célèbre pour ses paysages maritimes et ses ciels tourmentés ?,William Turner,3
Qui est l'architecte de la Villa Savoye ?,Le Corbusier,4
Quelle est la nationalité de Salvador Dali ?,Espagnole,1
Qui a peint "La Grande Vague de Kanagawa" ?,Hokusai,2
Quel est le mouvement artistique d'Henri Matisse ?,Fauvisme,4
Qui a sculpté le Moïse (avec des cornes) ?,Michel-Ange,4
Quel artiste contemporain utilise des animaux morts dans du formol ?,Damien Hirst,4
Qui a peint "Bal du moulin de la Galette" ?,Auguste Renoir,3
Quelle est la couleur des chevaux dans l'art de Franz Marc ?,Bleu,5
Quel architecte a conçu le musée Guggenheim de New York (spirale) ?,Frank Lloyd Wright,4
Qui a peint "Carré blanc sur fond blanc" ?,Kasimir Malevitch,5
Quel peintre a réalisé le plafond de l'Opéra Garnier à Paris ?,Marc Chagall,3
Quelle est la particularité de l'art Rococo ?,Surchargé (ou ornementé),4
Qui a peint "Les Tournesols" ?,Vincent Van Gogh,1
Quel est le nom du célèbre triptyque de Jérôme Bosch ?,Le Jardin des délices,4
Qui a réalisé la fontaine de Trévi ?,Nicola Salvi,5
Quel artiste a créé le "Mobile" (sculpture en mouvement) ?,Alexander Calder,4
Qui a peint "La Mort de Marat" (dans sa baignoire) ?,Jacques-Louis David,3
Quel est le prénom de l'artiste Basquiat ?,Jean-Michel,3
Dans quelle ville se trouve la statue du Christ Rédempteur ?,Rio de Janeiro,1
Qui a peint "Chambre à Arles" ?,Vincent Van Gogh,2
Quel mouvement artistique est né en Russie en 1915 (formes géométriques pures) ?,Suprématisme,5
Qui a sculpté la Victoire de Samothrace ?,Inconnu,4
Quel peintre est célèbre pour ses femmes à long cou ?,Modigliani,3
Quelle est la nationalité de Kandinsky ?,Russe,3
Qui a peint "Le Jugement dernier" (Chapelle Sixtine) ?,Michel-Ange,2
Quel artiste a créé l'œuvre "Girl with Balloon" (qui s'est autodétruite) ?,Banksy,2
Qui est l'architecte du Centre Pompidou (avec Rogers) ?,Renzo Piano,4
Quel peintre a représenté Napoléon franchissant les Alpes ?,Jacques-Louis David,2
Quelle est la technique de peinture sur plâtre frais ?,Fresque,3
Qui a peint "Les Raboteurs de parquet" ?,Gustave Caillebotte,4
Quel artiste est associé aux "Nanas" (sculptures colorées) ?,Niki de Saint Phalle,3
Dans quel musée de Londres peut-on voir la Pierre de Rosette ?,British Museum,3
Qui a peint "La Gare Saint-Lazare" ?,Claude Monet,3
Quel est le mouvement artistique d'Andy Warhol ?,Pop Art,1
Qui a peint "Saturne dévorant un de ses fils" ?,Francisco de Goya,4
Quel peintre a pour prénom Rembrandt ?,Harmenszoon (ou juste Rembrandt),5
Note pour le quiz: Accepter Rembrandt comme réponse simple.,Rembrandt,1
Qui a réalisé la sculpture "L'Araignée" (Maman) ?,Louise Bourgeois,4
Quel peintre est le chef de file du Réalisme ?,Gustave Courbet,4
Quelle est la couleur primaire qui manque : Bleu, Rouge et... ?,Jaune,1
Qui a peint "Composition en rouge jaune bleu" ?,Piet Mondrian,3
Quel est le nom de la période artistique avant la Renaissance ?,Moyen Âge (ou Gothique),2
Qui a sculpté le "Génie de la Bastille" ?,Auguste Dumont,5
Quel peintre a réalisé "L'Origine du monde" ?,Gustave Courbet,3
Dans quelle ville italienne se trouve la Galerie des Offices ?,Florence,3
Qui a peint "La Danse" (ronde rouge) ?,Henri Matisse,3
Quel est le prénom de Modigliani ?,Amedeo,4
Quel artiste a peint des corps humains en bleu (IKB) ?,Yves Klein,4
Qui a réalisé le dôme de la cathédrale de Florence ?,Brunelleschi,5
Quel est le mouvement artistique de la "Tarte aux pommes" de Cézanne ?,Postimpressionnisme,4
Qui a peint "Les Joueurs de cartes" ?,Paul Cézanne,3
Quelle est la nationalité de Rubens ?,Flamande (ou Belge),3
Qui a peint "Ophélie" (noyée dans une rivière) ?,John Everett Millais,5
Quel sculpteur a réalisé la porte de l'Enfer ?,Auguste Rodin,3
Dans quel pays se trouve le temple d'Angkor Wat ?,Cambodge,2
Qui a peint "Le Verrou" ?,Fragonard,5
Quel est le nom du célèbre ours blanc sculpté par François Pompon ?,L'Ours blanc,3
Qui a peint "La Dame à l'hermine" ?,Léonard de Vinci,3
Quel peintre est connu pour ses scènes de ballet et de courses de chevaux ?,Edgar Degas,2
Dans quelle ville se trouve le Rijksmuseum ?,Amsterdam,3
Qui a réalisé la sculpture "L'Extase de Sainte Thérèse" ?,Le Bernin,5
Quel peintre américain a peint des boîtes de lessive Brillo ?,Andy Warhol,3
Qui a peint "Golconde" (hommes qui pleuvent) ?,René Magritte,4
Quel est le prénom de Manet ?,Édouard,3
Qui a peint "Terrasse du café le soir" ?,Vincent Van Gogh,2
Quel mouvement artistique rejette toute représentation figurative ?,Abstrait,2
Qui a sculpté la statue de Lincoln à Washington ?,Daniel Chester French,5
Quel peintre a réalisé le portrait de Louis XIV en costume de sacre ?,Hyacinthe Rigaud,4
Dans quel musée se trouve "La Naissance de Vénus" ?,Galerie des Offices,4
Qui a peint "Le Cauchemar" (démon assis sur une femme) ?,Füssli,5
Quel est le nom de la technique utilisant des petits points de couleur ?,Pointillisme,3
Qui a peint "La Tour de Babel" ?,Pieter Brueghel l'Ancien,4
Quel peintre est connu pour ses perspectives impossibles (escaliers) ?,M.C. Escher,3
Qui a réalisé la coupole du Reichstag à Berlin ?,Norman Foster,5
Quel peintre a réalisé "Le Vieux Guitariste aveugle" ?,Pablo Picasso,4
Quelle est la nationalité de Goya ?,Espagnole,2
Qui a peint "La Liberté éclairant le monde" (titre du tableau, pas statue) ? Piège.,C'est une statue (Bartholdi),3
Note: Question remplacée: Qui a peint "La Madeleine à la veilleuse" ?,Georges de La Tour,5
Quel artiste a créé le "Ready-made" ?,Marcel Duchamp,4
Qui a peint "Les Ambassadeurs" (avec un crâne déformé) ?,Hans Holbein,5
Quel est le prénom de Renoir ?,Auguste (ou Pierre-Auguste),3
Qui a peint "Nu descendant un escalier" ?,Marcel Duchamp,5
Dans quelle ville peut-on visiter le musée de l'Ermitage ?,Saint-Pétersbourg,3
Qui a peint "L'Angélus" ?,Jean-François Millet,3
Quel peintre a réalisé les fresques de la Villa des Mystères ?,Inconnu (Art romain),5
Qui a peint "La Joconde" avec une moustache (L.H.O.O.Q.) ?,Marcel Duchamp,4
Quel est le nom de la muse et compagne de Dali ?,Gala,4
Qui a réalisé "Cloud Gate" (le haricot à Chicago) ?,Anish Kapoor,4
Quel peintre est le maître du "Clair-obscur" ?,Le Caravage,4
Qui a peint "Le Printemps" ?,Sandro Botticelli,3
Quel est le nom de la colombe de la paix de Picasso ?,La Colombe,2
Qui a sculpté "La Petite Danseuse de quatorze ans" ?,Edgar Degas,3
Dans quel pays est né le mouvement Bauhaus ?,Allemagne,3
Qui a peint "Noctambules" (Nighthawks, bar la nuit) ?,Edward Hopper,3
Quel est le prénom de Monet ?,Claude,2
Qui a peint "La Grande Odalisque" (au dos trop long) ?,Ingres,4
Quel artiste a peint le plafond de l'Opéra de Paris (récent) ?,Marc Chagall,3
Qui a réalisé "Spiral Jetty" (Land Art) ?,Robert Smithson,5
Quel peintre est connu pour ses tableaux noirs (Outrenoir) ?,Pierre Soulages,3
Dans quel musée se trouve le "Radeau de la Méduse" ?,Louvre,3
Qui a peint "La Leçon d'anatomie du docteur Tulp" ?,Rembrandt,4
Quel est le nom du mouvement artistique de Dali et Magritte ?,Surréalisme,2
Qui a peint "Les Trois Grâces" ?,Rubens (ou Raphaël),4
Quel peintre a représenté la guerre d'Espagne dans "Guernica" ?,Pablo Picasso,1
Qui a réalisé la statue du David en bronze (avec un chapeau) ?,Donatello,5
Quel artiste a peint des séries de cathédrales de Rouen ?,Claude Monet,3
Dans quelle ville se trouve le tableau "Les Ménines" ?,Madrid,4
Qui a peint "L'Atelier du peintre" ?,Gustave Courbet,5
Quel est le nom de la technique de peinture à l'eau sur papier ?,Aquarelle,1
Qui a peint "La Pie" (paysage de neige) ?,Claude Monet,4
Quel artiste a réalisé la performance "I Like America and America Likes Me" (avec un coyote) ?,Joseph Beuys,5
Qui a peint "Gabrielle d'Estrées et sa sœur" (pincement de téton) ?,École de Fontainebleau (Inconnu),5
Quel est le prénom de l'architecte Le Corbusier ?,Charles-Édouard (Jeanneret),5
Qui a peint "La Chambre rouge" ?,Henri Matisse,4
Quel peintre a réalisé "Le Désespéré" (autoportrait) ?,Gustave Courbet,2
Dans quel musée parisien trouve-t-on les œuvres impressionnistes ?,Musée d'Orsay,2
Qui a peint "Whaam!" (avion de chasse) ?,Roy Lichtenstein,4
Quel est le nom de la période artistique des années 1920 (Déco) ?,Art déco,2
Qui a réalisé "Le Balcon" ?,Édouard Manet,4
