QUESTION,REPONSE,DIFFICULTE
Quel est l'ingrédient principal de la Moussaka ?,Aubergine,3
De quelle région vient le beurre salé en France ?,Bretagne,1
Quel est le nom du sandwich vietnamien populaire ?,Banh Mi,4
Quelle sauce accompagne traditionnellement les nems ?,Sauce Nuoc-mâm,3
Quel est le fromage français le plus consommé ?,Emmental,2
Comment appelle-t-on le séchage de la viande ou du poisson pour le conserver ?,Salaison (ou Fumage),3
Quel est le nom de la soupe froide espagnole ?,Gaspacho,2
Quelle est la viande utilisée dans un Osso Buco ?,Veau,3
Quel pays est le premier producteur de sirop d'érable ?,Canada,1
Quel est le nom japonais de la pâte verte piquante servie avec les sushis ?,Wasabi,2
Quelle est la base de la pâte à crêpes (liquide) ?,Lait,1
Quel gâteau de Noël mange-t-on en Italie ?,Panettone,3
Quelle est la différence entre une clémentine et une mandarine ?,La clémentine n'a pas de pépins,3
Quel est l'ingrédient qui fait lever le pain ?,Levure (Boulangère),2
Dans quel plat met-on traditionnellement une fève ?,Galette des Rois,1
Quel est le nom de la cuisson des aliments dans un sachet sous vide ?,Sous-vide,4
Quelle algue est utilisée pour enrouler les makis ?,Nori,3
Quel est l'ingrédient principal du Ketchup ?,Tomate,1
Quelle est la couleur de la chair du saumon ?,Rose (ou Orange),1
De quel animal vient le lait de la Mozzarella di Bufala ?,Bufflonne,4
Quel est le nom du petit gâteau lorrain en forme de coquillage ?,Madeleine,2
Quelle épice donne sa couleur jaune au Curry ?,Curcuma,3
Quel est le plat national de la Suisse ?,Fondue (ou Raclette),2
Comment appelle-t-on un repas servi sous forme de petites portions en Espagne ?,Tapas,2
Quel est l'ingrédient principal de la Polenta ?,Maïs,3
Quelle est la viande traditionnelle du bœuf bourguignon ?,Bœuf,1
Quel pays consomme le plus de café par habitant ?,Finlande,5
Quelle est la particularité du steak tartare ?,Il est cru,2
Quel est le nom de la sauce pimentée tunisienne ?,Harissa,3
De quel fruit vient le pruneau ?,Prune,1
Quel est le nom du bol hawaïen composé de poisson cru et riz ?,Poke Bowl,3
Quelle est la ville d'origine du Canelé ?,Bordeaux,3
Quel chef français a été élu "Cuisinier du siècle" en 1989 ?,Paul Bocuse,4
Quel est le nom de la pâte feuilletée fourrée à la viande (spécialité lyonnaise) ?,Pâté en croûte,4
Quelle est la base de la meringue ?,Blanc d'oeuf et sucre,2
Quel légume est la base de la choucroute ?,Chou,1
Quel est le nom de la boisson indienne à base de yaourt ?,Lassi,4
De quelle région vient le Roquefort ?,Aveyron (ou Occitanie),4
Quel est le seul ingrédient qui ne périme jamais ?,Miel,3
Quelle est la viande rouge la plus consommée au monde ?,Porc,3
Quel est le nom du beurre clarifié utilisé en Inde ?,Ghee,5
Quelle échelle mesure la force des piments ?,Échelle de Scoville,5
Quel est le nom de la gélatine végétale à base d'algues ?,Agar-agar,4
Dans quelle ville a été inventée la pizza Margherita ?,Naples,3
Quel est le plat à base de restes de viande et de purée de pomme de terre ?,Hachis Parmentier,2
Quelle est la technique de cuisson où l'on plonge l'aliment dans l'huile bouillante ?,Friture,1
Quel est le nom du bouillon japonais utilisé pour les soupes Miso ?,Dashi,5
Quelle pâtisserie est surnommée "Paris-Brest" ?,Paris-Brest,1
De quel pays vient le dessert "Pavlova" (origine débattue mais souvent attribuée) ?,Nouvelle-Zélande (ou Australie),5
Quel est le nom du couteau japonais Santoku ?,Santoku,4
Quelle est la température d'ébullition de l'eau (au niveau de la mer) ?,100 degrés,1
Quel est le nom de la réaction chimique qui fait brunir la viande grillée ?,Réaction de Maillard,5
Quelle est la boisson la plus consommée au monde après l'eau ?,Thé,2
Quel est le nom du condiment noir et salé à base de levure (populaire en Australie) ?,Vegemite,5
